SNR,PDR,NoisePower,TXPower,Jammed
0.727272727272728,0.8,-100,0,0
0.727272727272728,0.86,-100,-10,0
0.727272727272728,0.95,-100,0,0
0.730354391371343,0.72,-100,0,0
0.733436055469953,0.79,-100,0,0
0.733436055469953,0.91,-100,0,0
0.733436055469955,0.95,-100,0,0
0.73497688751926,0.96,-100,0,0
0.736517719568568,0.59,-100,-10,0
0.73959938366718,0.93,-100,0,0
0.73959938366718,0.96,-100,0,0
0.741140215716486,0.93,-100,0,0
0.741140215716488,0.83,-100,0,0
0.741140215716488,0.92,-100,0,0
0.742681047765793,0.99,-100,0,0
0.7442218798151,0.8,-100,-10,0
0.745762711864408,0.62,-100,0,0
0.748844375963021,0.96,-100,0,0
0.750385208012328,0.84,-100,0,0
0.755007704160248,0.58,-100,-10,0
0.755007704160248,0.91,-100,0,0
0.756548536209553,0.73,-100,0,0
0.756548536209555,0.9,-100,0,0
0.758089368258861,0.84,-100,0,0
0.758089368258861,0.96,-100,0,0
0.759630200308168,0.93,-100,0,0
0.761171032357473,0.89,-100,-10,0
0.767334360554699,0.82,-100,0,0
0.767334360554701,0.48,-100,-10,0
0.767334360554701,0.75,-100,0,0
0.768875192604006,0.57,-100,0,0
0.770416024653313,0.72,-100,0,0
0.770416024653313,0.83,-100,0,0
0.773497688751926,0.8,-100,0,0
0.778120184899846,0.99,-100,0,0
0.779661016949154,0.77,-100,0,0
0.779661016949154,0.96,-100,0,0
0.781201848998459,0.94,-100,0,0
0.784283513097071,0.88,-100,0,0
0.784283513097074,0.95,-100,0,0
0.790446841294301,0.9,-100,0,0
0.799691833590141,0.94,-100,-10,0
0.801232665639446,0.91,-100,0,0
0.808936825885979,0.83,-100,0,0
0.810477657935284,0.99,-100,-10,0
0.812018489984592,0.69,-100,-10,0
0.812018489984592,0.95,-100,0,0
0.821263482280432,0.93,-100,0,0
0.821263482280432,0.97,-100,0,0
0.821263482280432,0.99,-100,0,0
0.822804314329739,0.94,-100,0,0
0.825885978428352,0.51,-100,0,0
0.825885978428352,0.98,-100,0,0
0.833590138674885,0.94,-100,0,0
0.836671802773499,0.71,-100,-10,0
0.839753466872112,0.77,-100,0,0
0.841294298921417,0.83,-100,0,0
0.84437596302003,0.97,-100,0,0
0.844375963020032,0.55,-100,0,0
0.850539291217257,0.98,-100,-10,0
0.855161787365177,0.99,-100,0,0
0.85824345146379,0.94,-100,0,0
0.865947611710323,0.91,-100,0,0
0.865947611710325,0.92,-100,0,0
0.865947611710325,0.96,-100,0,0
0.869029275808938,0.93,-100,0,0
0.875192604006163,0.98,-100,0,0
0.88135593220339,0.91,-100,-10,0
0.88135593220339,0.93,-100,-10,0
0.882896764252698,0.95,-100,0,0
0.890600924499231,0.95,-100,0,0
0.895223420647151,0.92,-100,0,0
0.896764252696456,0.95,-100,0,0
0.902927580893683,0.97,-100,0,0
0.918335901386749,0.99,-100,-10,0
0.929121725731896,0.94,-100,0,0
0.930662557781201,0.98,-100,0,0
0.938366718027736,0.9,-100,0,0
0.941448382126349,0.89,-100,0,0
0.956856702619416,0.99,-100,0,0
0.958397534668722,0.99,-100,0,0
0.959938366718027,0.87,-100,0,0
0.961479198767335,0.76,-100,0,0
0.966101694915254,0.95,-100,-10,0
0.967642526964562,0.91,-100,0,0
0.969183359013867,0.76,-100,0,0
0.970724191063175,0.99,-100,0,0
0.984591679506935,0.84,-100,0,0
0.98613251155624,0.95,-100,0,0
0.986132511556242,0.97,-100,0,0
0.989214175654855,0.95,-100,0,0
1,0.95,-100,0,0
0.0696378830083565,0.164,-29,-10,1
0.20891364902507,0.149,-29,-10,1
0.222841225626741,0.154,-29,-10,1
0.32033426183844,0.149,-29,-10,1
0.181058495821727,0.162,-29,-10,1
0.100278551532033,0.136,-29,-10,1
0.267409470752089,0.153,-29,-10,1
0.125348189415042,0.14,-29,-10,1
0.222841225626741,0.125,-29,-10,1
0.16991643454039,0.15,-29,-10,1
0.337047353760446,0.154,-29,-10,1
0,0.165,-29,-10,1
0.286908077994429,0.14,-29,-10,1
0.306406685236769,0.159,-29,-10,1
0.247910863509749,0.144,-29,-10,1
0.116991643454038,0.157,-29,-10,1
0.0835654596100281,0.144,-29,-10,1
0.403899721448468,0.146,-29,-10,1
0.147632311977716,0.152,-29,-10,1
0.15041782729805,0.14,-29,-10,1
0.164345403899721,0.151,-29,-10,1
0.328690807799443,0.146,-29.5,-10,1
0.334261838440111,0.123,-29.5,-10,1
0.259052924791086,0.161,-29.5,-10,1
0.284122562674095,0.146,-29.5,-10,1
0.409470752089136,0.148,-29.5,-10,1
0.286908077994429,0.138,-29.5,-10,1
0.20891364902507,0.154,-29.5,-10,1
0.350974930362116,0.136,-29.5,-10,1
0.22841225626741,0.136,-29.5,-10,1
0.139275766016713,0.14,-29.5,-10,1
0.289693593314763,0.158,-29.5,-10,1
0.367688022284123,0.151,-29.5,-10,1
0.328690807799443,0.158,-29.5,-10,1
0.298050139275766,0.145,-29.5,-10,1
0.0724233983286903,0.144,-29.5,-10,1
0.462395543175488,0.144,-29.5,-10,1
0.275766016713091,0.151,-29.5,-10,1
0.256267409470752,0.132,-29.5,-10,1
0.428969359331476,0.155,-29.5,-10,1
0.3008356545961,0.146,-29.5,-10,1
0.194986072423398,0.153,-29.5,-10,1
0.18941504178273,0.141,-30,-10,1
0.295264623955431,0.172,-30,-10,1
0.345403899721448,0.16,-30,-10,1
0.22841225626741,0.154,-30,-10,1
0.353760445682451,0.153,-30,-10,1
0.35933147632312,0.152,-30,-10,1
0.233983286908078,0.145,-30,-10,1
0.298050139275766,0.153,-30,-10,1
0.242339832869081,0.148,-30,-10,1
0.337047353760446,0.145,-30,-10,1
0.395543175487465,0.148,-30,-10,1
0.264623955431755,0.152,-30,-10,1
0.370473537604456,0.153,-30,-10,1
0.323119777158774,0.171,-30,-10,1
0.242339832869081,0.157,-30,-10,1
0.398328690807799,0.156,-30,-10,1
0.264623955431755,0.135,-30,-10,1
0.342618384401114,0.161,-30,-10,1
0.356545961002786,0.127,-30,-10,1
0.136490250696378,0.157,-30,-10,1
0.370473537604456,0.114,-30,-10,1
0.493036211699164,0.137,-30.5,-10,1
0.437325905292479,0.157,-30.5,-10,1
0.509749303621169,0.144,-30.5,-10,1
0.348189415041783,0.169,-30.5,-10,1
0.454038997214484,0.15,-30.5,-10,1
0.253481894150418,0.14,-30.5,-10,1
0.32033426183844,0.167,-30.5,-10,1
0.317548746518106,0.144,-30.5,-10,1
0.345403899721448,0.158,-30.5,-10,1
0.387186629526463,0.17,-30.5,-10,1
0.459610027855153,0.138,-30.5,-10,1
0.498607242339833,0.15,-30.5,-10,1
0.370473537604456,0.16,-30.5,-10,1
0.465181058495821,0.175,-30.5,-10,1
0.384401114206128,0.176,-30.5,-10,1
0.49025069637883,0.155,-30.5,-10,1
0.454038997214484,0.149,-30.5,-10,1
0.253481894150418,0.153,-30.5,-10,1
0.381615598885794,0.165,-30.5,-10,1
0.431754874651811,0.162,-30.5,-10,1
0.395543175487465,0.151,-30.5,-10,1
0.259052924791086,0.159,-31,-10,1
0.445682451253482,0.187,-31,-10,1
0.526462395543176,0.178,-31,-10,1
0.462395543175488,0.193,-31,-10,1
0.498607242339833,0.187,-31,-10,1
0.537604456824513,0.179,-31,-10,1
0.442896935933148,0.178,-31,-10,1
0.445682451253482,0.183,-31,-10,1
0.337047353760446,0.157,-31,-10,1
0.325905292479108,0.163,-31,-10,1
0.395543175487465,0.175,-31,-10,1
0.493036211699164,0.174,-31,-10,1
0.353760445682451,0.161,-31,-10,1
0.373259052924791,0.176,-31,-10,1
0.381615598885794,0.166,-31,-10,1
0.515320334261839,0.156,-31,-10,1
0.448467966573816,0.169,-31,-10,1
0.467966573816156,0.186,-31,-10,1
0.481894150417827,0.176,-31,-10,1
0.459610027855153,0.167,-31,-10,1
0.442896935933148,0.178,-31,-10,1
0.518105849582173,0.189,-31.5,-10,1
0.331476323119778,0.182,-31.5,-10,1
0.629526462395543,0.215,-31.5,-10,1
0.598885793871866,0.213,-31.5,-10,1
0.646239554317549,0.194,-31.5,-10,1
0.49025069637883,0.195,-31.5,-10,1
0.532033426183844,0.218,-31.5,-10,1
0.462395543175488,0.192,-31.5,-10,1
0.415041782729805,0.185,-31.5,-10,1
0.565459610027855,0.2,-31.5,-10,1
0.618384401114206,0.188,-31.5,-10,1
0.576601671309192,0.181,-31.5,-10,1
0.509749303621169,0.217,-31.5,-10,1
0.473537604456824,0.204,-31.5,-10,1
0.395543175487465,0.187,-31.5,-10,1
0.532033426183844,0.203,-31.5,-10,1
0.401114206128134,0.179,-31.5,-10,1
0.451253481894151,0.194,-31.5,-10,1
0.440111420612813,0.202,-31.5,-10,1
0.629526462395543,0.19,-31.5,-10,1
0.470752089136491,0.201,-31.5,-10,1
0.548746518105849,0.252,-32,-10,1
0.554317548746518,0.214,-32,-10,1
0.557103064066852,0.243,-32,-10,1
0.506963788300836,0.238,-32,-10,1
0.621169916434541,0.257,-32,-10,1
0.565459610027855,0.237,-32,-10,1
0.403899721448468,0.246,-32,-10,1
0.551532033426184,0.225,-32,-10,1
0.526462395543176,0.253,-32,-10,1
0.551532033426184,0.218,-32,-10,1
0.579387186629526,0.236,-32,-10,1
0.587743732590529,0.264,-32,-10,1
0.559888579387186,0.245,-32,-10,1
0.548746518105849,0.25,-32,-10,1
0.557103064066852,0.234,-32,-10,1
0.601671309192201,0.24,-32,-10,1
0.562674094707521,0.247,-32,-10,1
0.612813370473537,0.235,-32,-10,1
0.437325905292479,0.216,-32,-10,1
0.532033426183844,0.25,-32,-10,1
0.540389972144847,0.228,-32,-10,1
0.551532033426184,0.216,-32,-10,1
0.518105849582173,0.244,-32.5,-10,1
0.688022284122562,0.295,-32.5,-10,1
0.598885793871866,0.306,-32.5,-10,1
0.626740947075209,0.289,-32.5,-10,1
0.529247910863509,0.278,-32.5,-10,1
0.576601671309192,0.291,-32.5,-10,1
0.610027855153204,0.28,-32.5,-10,1
0.562674094707521,0.305,-32.5,-10,1
0.576601671309192,0.29,-32.5,-10,1
0.537604456824513,0.296,-32.5,-10,1
0.598885793871866,0.311,-32.5,-10,1
0.562674094707521,0.26,-32.5,-10,1
0.481894150417827,0.28,-32.5,-10,1
0.442896935933148,0.301,-32.5,-10,1
0.534818941504178,0.281,-32.5,-10,1
0.545961002785516,0.301,-32.5,-10,1
0.543175487465181,0.268,-32.5,-10,1
0.629526462395543,0.297,-32.5,-10,1
0.632311977715877,0.296,-32.5,-10,1
0.732590529247911,0.307,-32.8,-10,1
0.598885793871866,0.327,-32.8,-10,1
0.415041782729805,0.326,-32.8,-10,1
0.637883008356546,0.33,-32.8,-10,1
0.651810584958217,0.303,-32.8,-10,1
0.685236768802229,0.318,-32.8,-10,1
0.610027855153204,0.298,-32.8,-10,1
0.704735376044569,0.319,-32.8,-10,1
0.573816155988858,0.317,-32.8,-10,1
0.562674094707521,0.289,-32.8,-10,1
0.571030640668524,0.311,-32.8,-10,1
0.66016713091922,0.324,-32.8,-10,1
0.713091922005571,0.294,-32.8,-10,1
0.637883008356546,0.307,-32.8,-10,1
0.623955431754874,0.336,-32.8,-10,1
0.701949860724234,0.346,-32.8,-10,1
0.665738161559889,0.329,-32.8,-10,1
0.576601671309192,0.294,-32.8,-10,1
0.662952646239554,0.315,-32.8,-10,1
0.635097493036212,0.296,-32.8,-10,1
0.649025069637883,0.293,-32.8,-10,1
0.607242339832869,0.353,-33,-10,1
0.554317548746518,0.365,-33,-10,1
0.607242339832869,0.385,-33,-10,1
0.626740947075209,0.366,-33,-10,1
0.529247910863509,0.364,-33,-10,1
0.674094707520891,0.378,-33,-10,1
0.610027855153204,0.362,-33,-10,1
0.607242339832869,0.38,-33,-10,1
0.668523676880223,0.373,-33,-10,1
0.740947075208914,0.39,-33,-10,1
0.596100278551532,0.381,-33,-10,1
0.729805013927577,0.39,-33,-10,1
0.67966573816156,0.376,-33,-10,1
0.657381615598886,0.367,-33,-10,1
0.668523676880223,0.364,-33,-10,1
0.598885793871866,0.374,-33,-10,1
0.598885793871866,0.341,-33,-10,1
0.66016713091922,0.362,-33,-10,1
0.651810584958217,0.366,-33,-10,1
0.557103064066852,0.348,-33,-10,1
0.604456824512534,0.352,-33,-10,1
0.632311977715877,0.373,-33.2,-10,1
0.632311977715877,0.419,-33.2,-10,1
0.623955431754874,0.373,-33.2,-10,1
0.654596100278552,0.373,-33.2,-10,1
0.629526462395543,0.388,-33.2,-10,1
0.637883008356546,0.37,-33.2,-10,1
0.668523676880223,0.406,-33.2,-10,1
0.629526462395543,0.365,-33.2,-10,1
0.657381615598886,0.39,-33.2,-10,1
0.674094707520891,0.361,-33.2,-10,1
0.571030640668524,0.362,-33.2,-10,1
0.615598885793872,0.367,-33.2,-10,1
0.621169916434541,0.367,-33.2,-10,1
0.713091922005571,0.357,-33.2,-10,1
0.740947075208914,0.386,-33.2,-10,1
0.668523676880223,0.386,-33.2,-10,1
0.545961002785516,0.406,-33.2,-10,1
0.610027855153204,0.378,-33.2,-10,1
0.582172701949861,0.4,-33.2,-10,1
0.657381615598886,0.403,-33.2,-10,1
0.674094707520891,0.389,-33.2,-10,1
0.582172701949861,0.464,-33.5,-10,1
0.688022284122562,0.462,-33.5,-10,1
0.696378830083565,0.454,-33.5,-10,1
0.643454038997214,0.476,-33.5,-10,1
0.704735376044569,0.452,-33.5,-10,1
0.651810584958217,0.461,-33.5,-10,1
0.590529247910864,0.485,-33.5,-10,1
0.654596100278552,0.457,-33.5,-10,1
0.676880222841226,0.477,-33.5,-10,1
0.707520891364902,0.437,-33.5,-10,1
0.671309192200557,0.446,-33.5,-10,1
0.64066852367688,0.463,-33.5,-10,1
0.665738161559889,0.464,-33.5,-10,1
0.704735376044569,0.441,-33.5,-10,1
0.629526462395543,0.463,-33.5,-10,1
0.671309192200557,0.444,-33.5,-10,1
0.64066852367688,0.438,-33.5,-10,1
0.707520891364902,0.444,-33.5,-10,1
0.718662952646239,0.466,-33.5,-10,1
0.66016713091922,0.448,-33.5,-10,1
0.598885793871866,0.43,-33.5,-10,1
0.693593314763231,0.53,-33.8,-10,1
0.629526462395543,0.498,-33.8,-10,1
0.729805013927577,0.532,-33.8,-10,1
0.618384401114206,0.493,-33.8,-10,1
0.618384401114206,0.488,-33.8,-10,1
0.654596100278552,0.496,-33.8,-10,1
0.685236768802229,0.512,-33.8,-10,1
0.752089136490251,0.514,-33.8,-10,1
0.735376044568245,0.519,-33.8,-10,1
0.67966573816156,0.547,-33.8,-10,1
0.637883008356546,0.479,-33.8,-10,1
0.676880222841226,0.514,-33.8,-10,1
0.571030640668524,0.507,-33.8,-10,1
0.646239554317549,0.516,-33.8,-10,1
0.754874651810585,0.501,-33.8,-10,1
0.665738161559889,0.486,-33.8,-10,1
0.685236768802229,0.527,-33.8,-10,1
0.676880222841226,0.52,-33.8,-10,1
0.715877437325905,0.502,-33.8,-10,1
0.621169916434541,0.522,-33.8,-10,1
0.593314763231197,0.522,-33.8,-10,1
0.623955431754874,0.564,-34,-10,1
0.662952646239554,0.575,-34,-10,1
0.671309192200557,0.591,-34,-10,1
0.699164345403899,0.564,-34,-10,1
0.674094707520891,0.565,-34,-10,1
