Scenario,Distance,Bearing,Speed,Txlat,Txlong,Rxlat,Rxlong,RSS,RFRSS
Tourstotal_RF_VLC,5.40291883589755,34.5914564937163,3.7,41.2076333333333,29.0745233333333,41.2075933333333,29.0744866666667,-55.768699646,-58.4474532302451
Tourstotal_RF_VLC,4.40638808495854,36.9551613253572,1.85,41.2076166666667,29.0745116666667,41.207585,29.07448,-53.5277900696,-57.2422248439302
Tourstotal_RF_VLC,5.40291950155734,34.5914667381762,0,41.2076083333333,29.0745033333333,41.2075683333333,29.0744666666667,-51.0112915039,-55.3334739906216
Tourstotal_RF_VLC,5.7151451444925,35.8381372051393,3.7,41.2075933333333,29.074495,41.2075516666667,29.074455,-47.9659194946,-54.3816306622557
Tourstotal_RF_VLC,7.12858193082924,38.7464746282731,5.55,41.207585,29.0744916666667,41.207535,29.0744383333333,-44.7191238403,-57.4277760884541
Tourstotal_RF_VLC,9.04469374890152,36.9551926325536,7.4,41.207585,29.0744866666667,41.20752,29.0744216666667,-41.1181259155,-60.3393950038348
Tourstotal_RF_VLC,11.3638470384455,36.9552051399978,7.4,41.2075766666667,29.0744833333333,41.207495,29.0744016666667,-37.8309135437,-55.8079560549017
Tourstotal_RF_VLC,13.6830007550084,36.9552176404594,7.4,41.2075683333333,29.07448,41.20747,29.0743816666667,-35.6561164856,-58.4139382263264
Tourstotal_RF_VLC,15.8544521038065,37.3578732363357,7.4,41.20756,29.0744716666667,41.2074466666667,29.0743566666667,-35.613483429,-56.6917053112632
Tourstotal_RF_VLC,18.0893940752211,36.9552417448338,9.25,41.2075516666667,29.0744633333333,41.2074216666667,29.0743333333333,-37.0747184753,-64.7881401823145
Tourstotal_RF_VLC,19.4178937522967,37.6127696473161,9.25,41.207535,29.07445,41.2073966666667,29.0743083333333,-39.2972831726,-65.300497193631
Tourstotal_RF_VLC,22.5611633220305,36.3893627063794,9.25,41.2075283333333,29.0744433333333,41.207365,29.0742833333333,-42.8324546814,-62.3201589863796
Tourstotal_RF_VLC,24.7976502238065,36.1829689370134,7.4,41.20752,29.07443,41.20734,29.074255,-46.9934310913,-64.0711969833749
Tourstotal_RF_VLC,27.6374860329924,35.1071512511391,7.4,41.2075116666667,29.0744216666667,41.2073083333333,29.0742316666667,-50.6452827454,-65.6306037071787
Tourstotal_RF_VLC,29.0394972939778,35.8561078992945,7.4,41.207495,29.07441,41.2072833333333,29.0742066666667,-53.2441101074,-64.7740944538989
Tourstotal_RF_VLC,31.96142108708,35.1574579413865,7.4,41.2074866666667,29.0743983333333,41.2072516666667,29.0741783333333,-54.8672599792,-67.6947893381889
Tourstotal_RF_VLC,33.8816633267644,34.316659626026,5.55,41.20747,29.0743816666667,41.2072183333333,29.0741533333333,-57.210319519,-66.1706182241448
Tourstotal_RF_VLC,35.1148713016491,34.0454003735915,5.55,41.207455,29.074365,41.2071933333333,29.07413,-58.7050285339,-67.2739173114201
Tourstotal_RF_VLC,37.1213678974199,34.0306497928467,7.4,41.2074383333333,29.0743533333333,41.2071616666667,29.074105,-60.6730422974,-71.6784289398586
Tourstotal_RF_VLC,38.4365901164974,34.4633457381375,7.4,41.2074216666667,29.07434,41.2071366666667,29.07408,-62.7251014709,-67.5333662963735
Tourstotal_RF_VLC,41.1334080492318,33.5390944842275,7.4,41.2074133333333,29.0743283333333,41.207105,29.0740566666667,-64.3458328247,-65.5669096319949
Tourstotal_RF_VLC,42.5240815872395,34.1019646823236,7.4,41.2073966666667,29.0743166666667,41.20708,29.0740316666667,-65.6634902954,-68.4914981537108
Tourstotal_RF_VLC,45.4557430540534,33.3015784315827,7.4,41.20739,29.074305,41.2070483333333,29.0740066666667,-66.8262405396,-69.147852759129
Tourstotal_RF_VLC,46.9222803854581,33.9610160883942,7.4,41.2073733333333,29.0742966666667,41.2070233333333,29.0739833333333,-67.780090332,-65.5724305868231
Tourstotal_RF_VLC,49.0051353101267,33.6970540386957,7.4,41.2073566666667,29.0742833333333,41.20699,29.0739583333333,-68.5253601074,-71.4040830161048
Tourstotal_RF_VLC,51.7851157331157,33.1311762712323,7.4,41.2073483333333,29.0742716666667,41.2069583333333,29.0739333333333,-69.5124816895,-68.6708991511233
Tourstotal_RF_VLC,53.09543572205,33.4666389919717,5.55,41.2073316666667,29.07426,41.2069333333333,29.07391,-70.6299667358,-73.4289332924747
Tourstotal_RF_VLC,54.876223480877,32.763914518458,5.55,41.2073166666667,29.0742433333333,41.2069016666667,29.0738883333333,-71.7302703857,-71.5394232650369
Tourstotal_RF_VLC,55.8069841383526,32.4898251334565,3.7,41.2072916666667,29.0742266666667,41.2068683333333,29.0738683333333,-72.3004684448,-77.9459142882303
Tourstotal_RF_VLC,56.7389780739447,32.2247312001511,1.85,41.207275,29.07421,41.2068433333333,29.0738483333333,-73.6917800903,-76.1551397338108
Tourstotal_RF_VLC,56.370330829748,31.6252968305519,0,41.2072516666667,29.07419,41.20682,29.0738366666667,-74.6009902954,-73.3251931787582
Tourstotal_RF_VLC,55.4356558818553,31.8820842601561,3.7,41.2072266666667,29.07417,41.2068033333333,29.07382,-74.4711227417,-72.2910252221474
Tourstotal_RF_VLC,54.7120630937392,30.6421608721596,5.55,41.2072016666667,29.074145,41.2067783333333,29.0738116666667,-75.8469390869,-72.9864678734428
Tourstotal_RF_VLC,52.4075938371121,30.3633472730123,5.55,41.20717,29.0741166666667,41.2067633333333,29.0738,-76.1295013428,-72.6114300591819
Tourstotal_RF_VLC,51.185834752702,30.0796761804804,3.7,41.207145,29.0740933333333,41.2067466666667,29.0737866666667,-76.2830963135,-75.1580934992944
Tourstotal_RF_VLC,49.3233768560853,30.2098644571581,5.55,41.2071133333333,29.0740683333333,41.20673,29.0737716666667,-76.6368713379,-73.7569216519072
Tourstotal_RF_VLC,48.0329991874052,29.7599373671186,5.55,41.2070883333333,29.0740433333333,41.2067133333333,29.0737583333333,-76.4531784058,-72.8940432303064
Tourstotal_RF_VLC,45.7791402745126,29.9659661702973,5.55,41.207055,29.07402,41.2066983333333,29.0737466666667,-76.5420532227,-70.7911409901694
Tourstotal_RF_VLC,43.7772552409245,29.7916303636615,5.55,41.2070233333333,29.073995,41.2066816666667,29.073735,-76.340133667,-68.9224340753352
Tourstotal_RF_VLC,42.4899420358673,29.2703019800312,5.55,41.2069983333333,29.07397,41.206665,29.0737216666667,-75.4555664063,-70.391953372537
Tourstotal_RF_VLC,40.6946560823801,29.5622760822707,9.25,41.2069666666667,29.0739466666667,41.2066483333333,29.0737066666667,-74.9816131592,-71.47625117206
Tourstotal_RF_VLC,38.6012002969513,29.6593553499687,9.25,41.2069333333333,29.0739216666667,41.2066316666667,29.0736933333333,-74.4390716553,-68.3160998793836
Tourstotal_RF_VLC,36.5772905208872,29.9571511299469,7.4,41.2069016666667,29.0738966666667,41.2066166666667,29.0736783333333,-74.2465133667,-70.7113520695053
Tourstotal_RF_VLC,34.6959663976661,30.6874533731746,7.4,41.2068683333333,29.0738733333333,41.2066,29.0736616666667,-73.538444519,-67.717349233163
Tourstotal_RF_VLC,32.1912012626749,32.1907724762583,3.7,41.2068366666667,29.0738533333333,41.2065916666667,29.0736483333333,-73.2717590332,-66.1480783198613
Tourstotal_RF_VLC,31.3349945619779,32.8776784799015,3.7,41.2068116666667,29.0738366666667,41.206575,29.0736333333333,-72.4296417236,-67.9876711314695
Tourstotal_RF_VLC,29.4844743246469,34.5733096940434,5.55,41.2067783333333,29.0738166666667,41.20656,29.0736166666667,-71.9846725464,-64.155256742045
Tourstotal_RF_VLC,27.6375917414388,35.1074629818191,5.55,41.206755,29.073795,41.2065516666667,29.073605,-70.7572479248,-66.3394514039332
Tourstotal_RF_VLC,25.8079539041133,36.4609068227496,5.55,41.2067216666667,29.0737716666667,41.206535,29.0735883333333,-69.502822876,-65.6446281640401
Tourstotal_RF_VLC,24.9634005338386,36.6999041595786,5.55,41.2066983333333,29.07375,41.2065183333333,29.0735716666667,-70.0832443237,-69.2957217737853
Tourstotal_RF_VLC,22.3451485995331,39.5276707655565,7.4,41.206665,29.0737216666667,41.20651,29.0735516666667,-70.2686386108,-67.3400317598063
Tourstotal_RF_VLC,21.2760741565706,39.9574239303454,5.55,41.20664,29.0736983333333,41.2064933333333,29.073535,-70.000541687,-62.05005431914
Tourstotal_RF_VLC,19.2338031003387,41.2744337033955,5.55,41.2066083333333,29.07367,41.2064783333333,29.0735183333333,-69.4775238037,-65.6823439701611
Tourstotal_RF_VLC,17.3951354336006,43.5760457702392,5.55,41.2065833333333,29.0736416666667,41.20647,29.0734983333333,-68.6806488037,-69.0220865125402
Tourstotal_RF_VLC,16.2817160753334,43.2415030426013,5.55,41.20656,29.0736116666667,41.2064533333333,29.0734783333333,-67.494644165,-66.0921096437916
Tourstotal_RF_VLC,14.2739848612716,45.4844199940951,3.7,41.206535,29.0735833333333,41.206445,29.0734616666667,-66.2202682495,-62.1780807696691
Tourstotal_RF_VLC,12.5053225041471,49.3024922553798,3.7,41.20651,29.073555,41.2064366666667,29.0734416666667,-64.5519332886,-62.0308412518476
Tourstotal_RF_VLC,12.1731330940182,49.1079897241409,3.7,41.2064933333333,29.0735266666667,41.2064216666667,29.0734166666667,-62.9581832886,-63.9555992381314
Tourstotal_RF_VLC,11.1613406893767,49.64192689306,3.7,41.2064783333333,29.0734983333333,41.2064133333333,29.0733966666667,-61.228225708,-63.528504166951
Tourstotal_RF_VLC,9.82624775743588,56.8423233206409,1.85,41.2064533333333,29.07347,41.206405,29.0733716666667,-59.2511940002,-67.2470113408619
Tourstotal_RF_VLC,10.0333011125976,51.0963368304273,1.85,41.206445,29.0734416666667,41.2063883333333,29.0733483333333,-57.1077613831,-56.9748482297824
Tourstotal_RF_VLC,9.70982551927157,56.3923372894212,0,41.2064283333333,29.0734166666667,41.20638,29.07332,-55.0011749268,-58.2901688678499
Tourstotal_RF_VLC,9.4412199301603,60.6112352556494,1.85,41.2064133333333,29.0733933333333,41.2063716666667,29.073295,-52.8721656799,-55.6435941655606
Tourstotal_RF_VLC,9.68515690484612,61.4208100923275,0,41.206405,29.0733683333333,41.2063633333333,29.0732666666667,-51.1228523254,-56.5808123819273
Tourstotal_RF_VLC,9.68515785624615,61.4208131543195,0,41.2063966666667,29.07334,41.206355,29.0732383333333,-49.4846496582,-57.9000983999186
Tourstotal_RF_VLC,9.463418156737,68.1559241267243,1.85,41.20638,29.073315,41.2063483333333,29.07321,-48.0106773376,-58.6982563095724
Tourstotal_RF_VLC,9.56099491408594,74.2543478160427,1.85,41.2063716666667,29.0732866666667,41.2063483333333,29.0731766666667,-47.0778808594,-58.0432217433511
Tourstotal_RF_VLC,9.56099604206043,74.2543497178037,0,41.2063633333333,29.0732583333333,41.20634,29.0731483333333,-46.6553916931,-59.1350418046807
Tourstotal_RF_VLC,9.8296787977819,74.6954387433819,0,41.2063633333333,29.07323,41.20634,29.0731166666667,-46.8311843872,-59.7633499520358
Tourstotal_RF_VLC,9.82967996293859,74.6954405999268,0,41.206355,29.0731966666667,41.2063316666667,29.0730833333333,-47.2863960266,-57.7465917813416
Tourstotal_RF_VLC,10.3455654728706,79.6806830501285,3.7,41.2063483333333,29.0731683333333,41.2063316666667,29.0730466666667,-47.7347221375,-58.6007214632699
Tourstotal_RF_VLC,10.7573449296572,80.0797759811373,1.85,41.20634,29.0731366666667,41.2063233333333,29.07301,-47.8509483337,-61.7400277317624
Tourstotal_RF_VLC,11.7199524771638,80.9018094003761,1.85,41.20634,29.0731083333333,41.2063233333333,29.07297,-47.7768859863,-57.9114236123881
Tourstotal_RF_VLC,12.1331548452212,81.214153380671,1.85,41.2063316666667,29.0730716666667,41.206315,29.0729283333333,-47.7113189697,-60.6376531708008
Tourstotal_RF_VLC,11.9953820646256,81.1124301263885,0,41.2063316666667,29.0730383333333,41.206315,29.0728966666667,-47.4947738647,-60.1457267079727
Tourstotal_RF_VLC,11.9953835558334,81.1124312385266,0,41.2063233333333,29.0730016666667,41.2063066666667,29.07286,-47.5936546326,-60.7785597756088
Tourstotal_RF_VLC,11.8875275180603,85.5293458284976,1.85,41.2063233333333,29.072965,41.206315,29.0728233333333,-48.5323295593,-59.6964090649738
Tourstotal_RF_VLC,12.0265374544933,85.5811247294469,0,41.206315,29.0729333333333,41.2063066666667,29.07279,-49.3954048157,-59.0669480173212
Tourstotal_RF_VLC,11.8875290226874,85.5293463989483,1.85,41.206315,29.0729,41.2063066666667,29.0727583333333,-49.2204437256,-59.4298430490178
Tourstotal_RF_VLC,11.7199568436224,80.9018128153323,0,41.206315,29.0728633333333,41.2062983333333,29.072725,-50.0302085876,-59.9092617484954
Tourstotal_RF_VLC,11.609543797604,85.422070719466,1.85,41.2063066666667,29.0728316666667,41.2062983333333,29.0726933333333,-50.0300521851,-58.192791526009
Tourstotal_RF_VLC,11.0321410906256,80.3292828127249,0,41.2063066666667,29.0727983333333,41.20629,29.0726683333333,-49.5526008606,-61.8663321062515
Tourstotal_RF_VLC,10.6369497680151,85.0024579654179,1.85,41.2062983333333,29.0727666666667,41.20629,29.07264,-48.6226921082,-60.8156705856628
Tourstotal_RF_VLC,10.2203215108474,84.7981808524522,0,41.2062983333333,29.0727333333333,41.20629,29.0726116666667,-47.7129440308,-59.5745890913944
Tourstotal_RF_VLC,9.92709097199937,85.7175249383646,0,41.20629,29.0727016666667,41.2062833333333,29.0725833333333,-47.7853393555,-59.2660482650896
